machine_id,signal_name,signal_value,event_type,is_failure,timestamp
cnc_lathe_01,vibration,4.07,reading,0,2026-02-23T21:00:00
press_line_01,pressure,5.18,reading,0,2026-04-29T02:00:00
press_line_01,pressure,5.26,reading,0,2026-02-02T12:00:00
robot_arm_01,temperature,66.46,reading,0,2026-04-08T04:00:00
press_line_01,pressure,4.75,reading,0,2026-04-10T00:00:00
cnc_mill_01,temperature,71.62,reading,0,2026-04-25T15:00:00
press_line_01,pressure,5.64,reading,0,2026-03-27T10:00:00
cnc_mill_01,temperature,71.89,reading,0,2026-04-19T04:00:00
press_line_01,pressure,5.42,reading,0,2026-03-12T09:00:00
cnc_mill_01,temperature,71.25,reading,0,2026-03-18T17:00:00
cnc_lathe_01,vibration,2.99,reading,0,2026-04-06T19:00:00
cnc_lathe_01,vibration,2.33,reading,0,2026-03-03T03:00:00
press_line_01,pressure,5.69,reading,0,2026-03-08T12:00:00
robot_arm_01,temperature,67.6,reading,0,2026-02-18T01:00:00
press_line_01,pressure,5.62,reading,0,2026-01-30T09:00:00
press_line_01,pressure,7.56,failure,1,2026-01-19T00:00:00
robot_arm_01,vibration,2.35,reading,0,2026-04-20T15:00:00
robot_arm_01,temperature,65.59,reading,0,2026-03-28T04:00:00
robot_arm_01,temperature,66.3,reading,0,2026-02-25T02:00:00
cnc_mill_01,temperature,71.84,reading,0,2026-02-03T23:00:00
robot_arm_01,temperature,69.29,reading,0,2026-04-25T15:00:00
cnc_lathe_01,vibration,3.7,reading,0,2026-03-09T16:00:00
cnc_mill_01,temperature,67.29,reading,0,2026-03-07T11:00:00
cnc_lathe_01,vibration,3.41,reading,0,2026-04-10T02:00:00
cnc_lathe_01,vibration,2.53,reading,0,2026-02-06T16:00:00
cnc_mill_01,temperature,73.41,reading,0,2026-04-05T23:00:00
robot_arm_01,temperature,67.78,reading,0,2026-02-25T08:00:00
cnc_mill_01,vibration,3.43,reading,0,2026-01-15T16:00:00
cnc_mill_01,vibration,2.54,reading,0,2026-02-20T13:00:00
press_line_01,pressure,5.51,reading,0,2026-04-13T03:00:00
robot_arm_01,vibration,3.39,reading,0,2026-02-07T22:00:00
robot_arm_01,vibration,2.81,reading,0,2026-04-14T23:00:00
press_line_01,pressure,4.7,reading,0,2026-02-13T11:00:00
cnc_lathe_01,vibration,4.15,reading,0,2026-01-12T09:00:00
robot_arm_01,vibration,1.89,reading,0,2026-03-29T16:00:00
cnc_mill_01,vibration,3.06,reading,0,2026-01-17T14:00:00
robot_arm_01,vibration,3.11,reading,0,2026-03-27T12:00:00
press_line_01,pressure,5.14,reading,0,2026-01-07T12:00:00
cnc_mill_01,temperature,72.86,reading,0,2026-03-26T17:00:00
cnc_lathe_01,vibration,2.42,reading,0,2026-03-21T13:00:00
cnc_mill_01,vibration,2.97,reading,0,2026-04-12T02:00:00
robot_arm_01,vibration,2.67,reading,0,2026-01-06T08:00:00
press_line_01,pressure,4.98,reading,0,2026-02-27T04:00:00
robot_arm_01,vibration,3.79,reading,0,2026-01-06T22:00:00
robot_arm_01,temperature,68.38,reading,0,2026-02-07T10:00:00
robot_arm_01,temperature,66.99,reading,0,2026-04-09T20:00:00
cnc_lathe_01,vibration,2.94,reading,0,2026-01-19T13:00:00
cnc_mill_01,vibration,2.99,reading,0,2026-04-07T23:00:00
press_line_01,pressure,5.42,reading,0,2026-03-11T15:00:00
cnc_mill_01,temperature,71.32,reading,0,2026-04-29T06:00:00
cnc_mill_01,temperature,71.12,reading,0,2026-01-06T20:00:00
cnc_lathe_01,vibration,2.14,reading,0,2026-01-18T06:00:00
robot_arm_01,vibration,2.84,reading,0,2026-03-25T00:00:00
robot_arm_01,vibration,3.08,reading,0,2026-03-29T11:00:00
cnc_mill_01,vibration,3.58,reading,0,2026-01-20T07:00:00
press_line_01,pressure,5.38,reading,0,2026-04-23T21:00:00
cnc_lathe_01,vibration,3.33,reading,0,2026-01-22T00:00:00
press_line_01,pressure,5.12,reading,0,2026-02-19T22:00:00
press_line_01,pressure,5.55,reading,0,2026-01-30T02:00:00
robot_arm_01,temperature,67.63,reading,0,2026-04-02T23:00:00
cnc_mill_01,vibration,4.08,reading,0,2026-02-21T06:00:00
robot_arm_01,vibration,3.5,reading,0,2026-03-08T22:00:00
robot_arm_01,temperature,72.05,reading,0,2026-04-12T20:00:00
cnc_lathe_01,vibration,3.36,reading,0,2026-01-13T04:00:00
cnc_mill_01,vibration,3.08,reading,0,2026-04-21T12:00:00
press_line_01,pressure,5.73,reading,0,2026-03-15T09:00:00
cnc_mill_01,vibration,2.75,reading,0,2026-02-24T11:00:00
cnc_mill_01,vibration,2.29,reading,0,2026-04-08T20:00:00
robot_arm_01,vibration,2.99,reading,0,2026-03-06T09:00:00
cnc_mill_01,temperature,72.65,reading,0,2026-02-09T00:00:00
robot_arm_01,temperature,69.41,reading,0,2026-03-25T15:00:00
robot_arm_01,temperature,64.53,reading,0,2026-04-24T04:00:00
press_line_01,pressure,5.55,reading,0,2026-03-18T15:00:00
cnc_lathe_01,vibration,2.96,reading,0,2026-03-06T09:00:00
robot_arm_01,temperature,69.24,reading,0,2026-03-10T20:00:00
robot_arm_01,vibration,2.76,reading,0,2026-01-17T21:00:00
press_line_01,pressure,5.44,reading,0,2026-04-30T06:00:00
press_line_01,pressure,5.42,reading,0,2026-02-15T08:00:00
cnc_lathe_01,vibration,3.28,reading,0,2026-02-08T20:00:00
cnc_mill_01,vibration,2.96,reading,0,2026-04-19T13:00:00
robot_arm_01,temperature,67.98,reading,0,2026-01-28T16:00:00
press_line_01,pressure,5.46,reading,0,2026-02-26T06:00:00
cnc_mill_01,vibration,2.77,reading,0,2026-02-19T01:00:00
cnc_mill_01,temperature,73.77,reading,0,2026-03-12T01:00:00
robot_arm_01,vibration,3.06,reading,0,2026-03-13T15:00:00
press_line_01,pressure,5.56,reading,0,2026-03-20T00:00:00
cnc_mill_01,vibration,2.26,reading,0,2026-02-16T21:00:00
robot_arm_01,temperature,69.65,reading,0,2026-04-03T22:00:00
press_line_01,pressure,5.71,reading,0,2026-01-14T00:00:00
robot_arm_01,temperature,67.54,reading,0,2026-03-01T09:00:00
cnc_lathe_01,vibration,2.94,reading,0,2026-03-30T18:00:00
robot_arm_01,vibration,2.81,reading,0,2026-02-17T23:00:00
cnc_lathe_01,vibration,3.41,reading,0,2026-03-13T20:00:00
robot_arm_01,vibration,2.58,reading,0,2026-04-11T00:00:00
cnc_mill_01,vibration,2.79,reading,0,2026-04-05T16:00:00
cnc_mill_01,temperature,69.4,reading,0,2026-03-05T19:00:00
cnc_lathe_01,vibration,3.27,reading,0,2026-03-16T09:00:00
robot_arm_01,temperature,69.61,reading,0,2026-01-14T01:00:00
robot_arm_01,temperature,71.69,reading,0,2026-01-26T20:00:00
press_line_01,pressure,5.27,reading,0,2026-01-04T01:00:00
robot_arm_01,vibration,3.52,reading,0,2026-03-11T09:00:00
cnc_mill_01,temperature,70.81,reading,0,2026-03-29T23:00:00
cnc_lathe_01,vibration,3.22,reading,0,2026-04-07T08:00:00
cnc_mill_01,vibration,3.45,reading,0,2026-02-26T11:00:00
cnc_lathe_01,vibration,2.9,reading,0,2026-03-04T10:00:00
robot_arm_01,temperature,69.8,reading,0,2026-03-17T18:00:00
robot_arm_01,vibration,2.56,reading,0,2026-03-14T14:00:00
cnc_mill_01,temperature,71.64,reading,0,2026-03-11T17:00:00
cnc_mill_01,temperature,74.64,reading,0,2026-04-13T22:00:00
cnc_lathe_01,vibration,2.42,reading,0,2026-03-31T10:00:00
cnc_mill_01,vibration,2.66,reading,0,2026-03-25T09:00:00
press_line_01,pressure,7.56,failure,1,2026-03-03T00:00:00
cnc_lathe_01,vibration,2.1,reading,0,2026-02-20T14:00:00
cnc_mill_01,temperature,71.38,reading,0,2026-04-23T22:00:00
cnc_mill_01,vibration,3.18,reading,0,2026-03-09T00:00:00
cnc_mill_01,temperature,73.3,reading,0,2026-01-18T12:00:00
cnc_lathe_01,vibration,2.73,reading,0,2026-04-06T07:00:00
robot_arm_01,vibration,2.82,reading,0,2026-02-27T21:00:00
cnc_lathe_01,vibration,2.9,reading,0,2026-03-09T11:00:00
cnc_lathe_01,vibration,2.71,reading,0,2026-03-08T09:00:00
press_line_01,pressure,5.49,reading,0,2026-04-11T10:00:00
press_line_01,pressure,5.06,reading,0,2026-03-26T17:00:00
cnc_lathe_01,vibration,3.74,reading,0,2026-04-30T12:00:00
cnc_lathe_01,vibration,3.71,reading,0,2026-02-25T22:00:00
cnc_mill_01,vibration,2.48,reading,0,2026-02-15T13:00:00
cnc_lathe_01,vibration,3.45,reading,0,2026-04-22T05:00:00
robot_arm_01,vibration,2.49,reading,0,2026-04-09T04:00:00
cnc_mill_01,temperature,70.49,reading,0,2026-04-19T11:00:00
press_line_01,pressure,4.82,reading,0,2026-04-25T08:00:00
cnc_mill_01,vibration,2.35,reading,0,2026-01-13T10:00:00
cnc_mill_01,temperature,74.58,reading,0,2026-01-27T21:00:00
cnc_lathe_01,vibration,2.94,reading,0,2026-04-05T06:00:00
robot_arm_01,temperature,69.84,reading,0,2026-04-16T17:00:00
robot_arm_01,vibration,2.06,reading,0,2026-04-28T03:00:00
robot_arm_01,temperature,65.06,reading,0,2026-04-10T01:00:00
robot_arm_01,vibration,3.05,reading,0,2026-04-18T23:00:00
cnc_lathe_01,vibration,2.94,reading,0,2026-04-22T16:00:00
cnc_mill_01,vibration,2.46,reading,0,2026-01-11T09:00:00
press_line_01,pressure,5.29,reading,0,2026-04-01T16:00:00
press_line_01,pressure,5.4,reading,0,2026-03-21T19:00:00
cnc_lathe_01,vibration,3.28,reading,0,2026-02-26T20:00:00
cnc_mill_01,vibration,3.33,reading,0,2026-03-02T05:00:00
robot_arm_01,temperature,68.23,reading,0,2026-04-08T02:00:00
cnc_mill_01,temperature,71.37,reading,0,2026-01-05T19:00:00
cnc_mill_01,vibration,3.29,reading,0,2026-04-04T23:00:00
press_line_01,pressure,5.49,reading,0,2026-01-26T07:00:00
cnc_mill_01,temperature,70.26,reading,0,2026-03-20T19:00:00
cnc_mill_01,temperature,72.28,reading,0,2026-03-23T23:00:00
cnc_mill_01,vibration,2.63,reading,0,2026-02-02T07:00:00
cnc_mill_01,vibration,2.42,reading,0,2026-02-19T18:00:00
robot_arm_01,temperature,71.76,reading,0,2026-03-12T10:00:00
cnc_lathe_01,vibration,3.03,reading,0,2026-04-02T12:00:00
cnc_lathe_01,vibration,3.38,reading,0,2026-04-28T08:00:00
press_line_01,pressure,5.73,reading,0,2026-03-02T22:00:00
cnc_mill_01,vibration,2.26,reading,0,2026-04-26T12:00:00
robot_arm_01,vibration,2.61,reading,0,2026-02-22T09:00:00
press_line_01,pressure,5.36,reading,0,2026-03-30T00:00:00
cnc_mill_01,temperature,75.73,reading,0,2026-03-17T01:00:00
robot_arm_01,temperature,68.67,reading,0,2026-03-06T08:00:00
robot_arm_01,temperature,64.71,reading,0,2026-04-14T21:00:00
robot_arm_01,vibration,2.4,reading,0,2026-01-31T20:00:00
cnc_mill_01,vibration,3.24,reading,0,2026-04-18T02:00:00
press_line_01,pressure,5.92,reading,0,2026-04-22T12:00:00
robot_arm_01,vibration,2.85,reading,0,2026-02-21T21:00:00
cnc_mill_01,vibration,3.85,reading,0,2026-02-03T12:00:00
press_line_01,pressure,5.35,reading,0,2026-04-23T03:00:00
cnc_lathe_01,vibration,3.6,reading,0,2026-02-16T06:00:00
cnc_mill_01,vibration,3.62,reading,0,2026-01-23T07:00:00
cnc_mill_01,temperature,66.86,reading,0,2026-02-13T20:00:00
cnc_mill_01,temperature,69.63,reading,0,2026-01-26T15:00:00
robot_arm_01,temperature,66.91,reading,0,2026-02-24T09:00:00
press_line_01,pressure,5.45,reading,0,2026-01-24T12:00:00
cnc_mill_01,temperature,72.59,reading,0,2026-01-30T20:00:00
press_line_01,pressure,5.49,reading,0,2026-02-13T22:00:00
cnc_mill_01,temperature,75.18,reading,0,2026-03-03T06:00:00
cnc_mill_01,vibration,2.87,reading,0,2026-01-12T22:00:00
robot_arm_01,temperature,67.65,reading,0,2026-03-17T13:00:00
cnc_mill_01,temperature,70.21,reading,0,2026-03-01T05:00:00
cnc_mill_01,vibration,3.12,reading,0,2026-03-07T17:00:00
cnc_mill_01,temperature,72.07,reading,0,2026-01-04T19:00:00
cnc_mill_01,temperature,73.5,reading,0,2026-03-04T11:00:00
cnc_lathe_01,vibration,3.29,reading,0,2026-01-17T14:00:00
cnc_mill_01,temperature,73.1,reading,0,2026-01-28T06:00:00
cnc_mill_01,vibration,2.15,reading,0,2026-04-27T11:00:00
cnc_mill_01,vibration,2.85,reading,0,2026-01-06T07:00:00
cnc_mill_01,temperature,74.07,reading,0,2026-01-21T04:00:00
robot_arm_01,temperature,66.12,reading,0,2026-01-26T09:00:00
cnc_mill_01,temperature,69.47,reading,0,2026-01-05T11:00:00
robot_arm_01,vibration,3.48,reading,0,2026-01-15T01:00:00
robot_arm_01,vibration,2.04,reading,0,2026-03-11T00:00:00
robot_arm_01,temperature,71.94,reading,0,2026-04-29T06:00:00
cnc_lathe_01,vibration,3.48,reading,0,2026-04-18T18:00:00
robot_arm_01,vibration,2.84,reading,0,2026-03-30T07:00:00
cnc_mill_01,temperature,73.14,reading,0,2026-04-29T10:00:00
cnc_lathe_01,vibration,2.64,reading,0,2026-03-23T13:00:00
press_line_01,pressure,5.84,reading,0,2026-04-30T23:00:00
press_line_01,pressure,5.54,reading,0,2026-04-20T08:00:00
robot_arm_01,vibration,2.39,reading,0,2026-02-04T01:00:00
cnc_mill_01,temperature,75.0,reading,0,2026-04-29T07:00:00
cnc_mill_01,vibration,2.83,reading,0,2026-01-29T15:00:00
cnc_mill_01,temperature,75.49,reading,0,2026-04-24T07:00:00
cnc_mill_01,vibration,2.0,reading,0,2026-01-17T17:00:00
press_line_01,pressure,5.36,reading,0,2026-02-06T02:00:00
robot_arm_01,temperature,70.42,reading,0,2026-02-23T00:00:00
robot_arm_01,temperature,69.05,reading,0,2026-03-07T17:00:00
robot_arm_01,vibration,2.65,reading,0,2026-03-01T00:00:00
cnc_mill_01,temperature,76.87,reading,0,2026-02-09T18:00:00
cnc_mill_01,vibration,2.44,reading,0,2026-03-26T00:00:00
cnc_mill_01,vibration,3.07,reading,0,2026-02-25T08:00:00
cnc_mill_01,temperature,74.49,reading,0,2026-01-05T19:00:00
cnc_mill_01,vibration,2.14,reading,0,2026-02-12T22:00:00
press_line_01,pressure,5.6,reading,0,2026-04-17T03:00:00
press_line_01,pressure,5.52,reading,0,2026-04-12T14:00:00
robot_arm_01,temperature,64.84,reading,0,2026-02-02T02:00:00
cnc_mill_01,temperature,74.79,reading,0,2026-04-17T15:00:00
robot_arm_01,vibration,3.68,reading,0,2026-02-19T23:00:00
cnc_lathe_01,vibration,3.36,reading,0,2026-02-26T00:00:00
robot_arm_01,vibration,2.45,reading,0,2026-03-05T05:00:00
cnc_lathe_01,vibration,2.85,reading,0,2026-01-18T09:00:00
cnc_mill_01,temperature,72.97,reading,0,2026-02-13T16:00:00
robot_arm_01,vibration,3.45,reading,0,2026-02-14T21:00:00
cnc_lathe_01,vibration,3.64,reading,0,2026-02-22T13:00:00
cnc_lathe_01,vibration,2.98,reading,0,2026-03-30T10:00:00
robot_arm_01,temperature,65.11,reading,0,2026-01-16T20:00:00
cnc_mill_01,temperature,73.0,reading,0,2026-01-11T08:00:00
cnc_mill_01,temperature,73.44,reading,0,2026-03-13T17:00:00
cnc_mill_01,temperature,75.59,reading,0,2026-03-11T16:00:00
robot_arm_01,temperature,68.11,reading,0,2026-02-08T17:00:00
cnc_mill_01,vibration,3.06,reading,0,2026-02-04T00:00:00
cnc_mill_01,temperature,73.59,reading,0,2026-03-23T21:00:00
cnc_lathe_01,vibration,3.41,reading,0,2026-03-19T11:00:00
cnc_lathe_01,vibration,3.07,reading,0,2026-01-19T23:00:00
robot_arm_01,vibration,2.12,reading,0,2026-04-21T20:00:00
cnc_mill_01,vibration,3.48,reading,0,2026-04-12T08:00:00
press_line_01,pressure,5.82,reading,0,2026-02-01T23:00:00
press_line_01,pressure,5.6,reading,0,2026-04-17T17:00:00
robot_arm_01,temperature,68.41,reading,0,2026-03-20T17:00:00
press_line_01,pressure,5.31,reading,0,2026-02-23T06:00:00
cnc_mill_01,temperature,70.17,reading,0,2026-02-21T23:00:00
cnc_mill_01,temperature,71.56,reading,0,2026-02-25T10:00:00
robot_arm_01,vibration,3.31,reading,0,2026-02-16T04:00:00
cnc_lathe_01,vibration,3.52,reading,0,2026-04-08T03:00:00
cnc_mill_01,temperature,70.26,reading,0,2026-04-28T22:00:00
cnc_mill_01,temperature,69.92,reading,0,2026-03-02T22:00:00
cnc_mill_01,vibration,3.37,reading,0,2026-03-11T17:00:00
robot_arm_01,vibration,2.68,reading,0,2026-02-09T03:00:00
cnc_mill_01,vibration,2.73,reading,0,2026-04-15T17:00:00
press_line_01,pressure,5.61,reading,0,2026-03-25T23:00:00
cnc_lathe_01,vibration,3.31,reading,0,2026-02-24T09:00:00
cnc_mill_01,vibration,3.32,reading,0,2026-03-15T07:00:00
robot_arm_01,vibration,2.91,reading,0,2026-01-09T04:00:00
press_line_01,pressure,5.15,reading,0,2026-04-02T18:00:00
robot_arm_01,temperature,67.56,reading,0,2026-01-23T06:00:00
press_line_01,pressure,4.74,reading,0,2026-01-19T17:00:00
cnc_mill_01,vibration,3.02,reading,0,2026-02-05T01:00:00
robot_arm_01,vibration,3.21,reading,0,2026-04-18T03:00:00
cnc_mill_01,temperature,73.34,reading,0,2026-02-23T04:00:00
cnc_mill_01,temperature,75.66,reading,0,2026-01-25T00:00:00
robot_arm_01,vibration,3.16,reading,0,2026-01-26T15:00:00
robot_arm_01,temperature,66.52,reading,0,2026-04-21T18:00:00
cnc_mill_01,temperature,69.95,reading,0,2026-03-06T19:00:00
robot_arm_01,vibration,3.46,reading,0,2026-03-25T12:00:00
press_line_01,pressure,5.14,reading,0,2026-02-16T21:00:00
cnc_mill_01,vibration,3.52,reading,0,2026-03-17T09:00:00
robot_arm_01,vibration,2.91,reading,0,2026-02-28T13:00:00
cnc_lathe_01,vibration,3.3,reading,0,2026-04-11T14:00:00
cnc_mill_01,vibration,3.4,reading,0,2026-02-07T15:00:00
cnc_mill_01,vibration,3.61,reading,0,2026-02-18T10:00:00
robot_arm_01,vibration,1.91,reading,0,2026-04-30T11:00:00
cnc_lathe_01,vibration,3.45,reading,0,2026-04-12T13:00:00
cnc_mill_01,temperature,74.91,reading,0,2026-03-20T11:00:00
robot_arm_01,vibration,2.72,reading,0,2026-02-15T06:00:00
robot_arm_01,temperature,70.24,reading,0,2026-01-11T13:00:00
cnc_mill_01,vibration,4.13,reading,0,2026-02-21T02:00:00
cnc_mill_01,vibration,3.36,reading,0,2026-04-26T02:00:00
cnc_lathe_01,vibration,2.64,reading,0,2026-03-02T00:00:00
robot_arm_01,temperature,69.19,reading,0,2026-01-28T02:00:00
cnc_mill_01,vibration,2.5,reading,0,2026-03-16T07:00:00
cnc_lathe_01,vibration,3.31,reading,0,2026-03-05T00:00:00
robot_arm_01,temperature,66.5,reading,0,2026-01-15T15:00:00
cnc_mill_01,temperature,74.05,reading,0,2026-02-18T15:00:00
press_line_01,pressure,5.42,reading,0,2026-01-22T08:00:00
cnc_lathe_01,vibration,3.33,reading,0,2026-04-17T17:00:00
robot_arm_01,vibration,2.69,reading,0,2026-04-26T21:00:00
cnc_lathe_01,vibration,2.53,reading,0,2026-01-07T13:00:00
cnc_mill_01,vibration,3.86,reading,0,2026-03-20T15:00:00
robot_arm_01,temperature,95.2,failure,1,2026-02-07T00:00:00
press_line_01,pressure,5.41,reading,0,2026-03-01T04:00:00
robot_arm_01,temperature,65.3,reading,0,2026-01-21T06:00:00
cnc_mill_01,temperature,72.82,reading,0,2026-02-11T07:00:00
cnc_lathe_01,vibration,2.68,reading,0,2026-02-24T12:00:00
robot_arm_01,temperature,67.92,reading,0,2026-01-11T06:00:00
cnc_mill_01,vibration,3.14,reading,0,2026-03-22T01:00:00
press_line_01,pressure,5.48,reading,0,2026-02-17T09:00:00
cnc_lathe_01,vibration,3.18,reading,0,2026-03-03T14:00:00
cnc_mill_01,temperature,71.24,reading,0,2026-03-08T08:00:00
cnc_mill_01,vibration,3.3,reading,0,2026-01-10T02:00:00
cnc_mill_01,temperature,71.61,reading,0,2026-02-14T00:00:00
robot_arm_01,temperature,67.42,reading,0,2026-03-30T08:00:00
cnc_mill_01,temperature,73.24,reading,0,2026-04-01T00:00:00
cnc_lathe_01,vibration,2.98,reading,0,2026-02-08T08:00:00
cnc_mill_01,vibration,3.46,reading,0,2026-02-17T04:00:00
cnc_lathe_01,vibration,2.87,reading,0,2026-02-14T07:00:00
robot_arm_01,temperature,67.6,reading,0,2026-01-04T11:00:00
cnc_lathe_01,vibration,3.72,reading,0,2026-04-28T16:00:00
cnc_mill_01,temperature,72.8,reading,0,2026-03-15T10:00:00
cnc_mill_01,vibration,3.13,reading,0,2026-03-02T04:00:00
robot_arm_01,temperature,68.06,reading,0,2026-03-14T06:00:00
cnc_mill_01,vibration,2.88,reading,0,2026-02-03T08:00:00
robot_arm_01,vibration,2.53,reading,0,2026-04-08T06:00:00
press_line_01,pressure,5.69,reading,0,2026-04-07T23:00:00
robot_arm_01,vibration,1.77,reading,0,2026-01-06T09:00:00
cnc_mill_01,temperature,72.66,reading,0,2026-01-24T10:00:00
cnc_mill_01,vibration,3.37,reading,0,2026-04-24T18:00:00
cnc_lathe_01,vibration,3.44,reading,0,2026-04-05T08:00:00
robot_arm_01,vibration,3.0,reading,0,2026-01-03T08:00:00
robot_arm_01,temperature,65.62,reading,0,2026-04-11T13:00:00
press_line_01,pressure,5.17,reading,0,2026-03-28T23:00:00
press_line_01,pressure,5.8,reading,0,2026-04-18T22:00:00
robot_arm_01,temperature,95.2,failure,1,2026-01-05T00:00:00
cnc_lathe_01,vibration,3.35,reading,0,2026-02-09T01:00:00
cnc_mill_01,temperature,68.18,reading,0,2026-04-03T04:00:00
robot_arm_01,vibration,2.88,reading,0,2026-04-15T04:00:00
cnc_lathe_01,vibration,2.68,reading,0,2026-04-14T01:00:00
robot_arm_01,vibration,2.95,reading,0,2026-04-03T10:00:00
cnc_lathe_01,vibration,2.51,reading,0,2026-01-15T21:00:00
cnc_mill_01,vibration,3.1,reading,0,2026-01-25T06:00:00
robot_arm_01,temperature,69.08,reading,0,2026-04-18T17:00:00
press_line_01,pressure,5.17,reading,0,2026-02-26T14:00:00
cnc_mill_01,vibration,3.12,reading,0,2026-04-13T06:00:00
cnc_mill_01,vibration,3.02,reading,0,2026-01-18T12:00:00
cnc_mill_01,vibration,3.33,reading,0,2026-03-29T14:00:00
cnc_lathe_01,vibration,2.95,reading,0,2026-03-08T11:00:00
robot_arm_01,vibration,3.04,reading,0,2026-04-04T00:00:00
cnc_lathe_01,vibration,3.34,reading,0,2026-03-31T04:00:00
cnc_mill_01,temperature,72.04,reading,0,2026-02-17T04:00:00
robot_arm_01,vibration,3.04,reading,0,2026-01-05T01:00:00
press_line_01,pressure,5.37,reading,0,2026-03-30T10:00:00
robot_arm_01,temperature,66.74,reading,0,2026-01-22T14:00:00
press_line_01,pressure,5.77,reading,0,2026-02-27T07:00:00
cnc_mill_01,vibration,2.68,reading,0,2026-03-24T18:00:00
cnc_lathe_01,vibration,3.54,reading,0,2026-01-28T05:00:00
cnc_mill_01,temperature,73.95,reading,0,2026-04-07T21:00:00
press_line_01,pressure,5.46,reading,0,2026-03-04T16:00:00
cnc_lathe_01,vibration,2.74,reading,0,2026-04-23T21:00:00
cnc_lathe_01,vibration,2.96,reading,0,2026-01-01T07:00:00
cnc_lathe_01,vibration,4.34,failure,1,2026-03-26T00:00:00
press_line_01,pressure,5.07,reading,0,2026-02-21T14:00:00
press_line_01,pressure,5.49,reading,0,2026-04-29T11:00:00
cnc_lathe_01,vibration,2.6,reading,0,2026-01-04T16:00:00
robot_arm_01,vibration,2.62,reading,0,2026-04-05T04:00:00
cnc_lathe_01,vibration,3.26,reading,0,2026-01-21T18:00:00
cnc_mill_01,vibration,3.08,reading,0,2026-02-24T08:00:00
cnc_mill_01,temperature,74.94,reading,0,2026-04-06T22:00:00
cnc_mill_01,temperature,69.65,reading,0,2026-02-01T04:00:00
robot_arm_01,temperature,68.06,reading,0,2026-04-16T15:00:00
robot_arm_01,temperature,68.32,reading,0,2026-02-04T20:00:00
cnc_lathe_01,vibration,3.41,reading,0,2026-03-04T22:00:00
robot_arm_01,vibration,3.08,reading,0,2026-01-15T04:00:00
cnc_mill_01,vibration,3.52,reading,0,2026-04-08T14:00:00
cnc_mill_01,temperature,70.76,reading,0,2026-01-07T02:00:00
cnc_mill_01,vibration,3.68,reading,0,2026-04-25T09:00:00
cnc_lathe_01,vibration,2.77,reading,0,2026-03-13T02:00:00
cnc_mill_01,vibration,1.95,reading,0,2026-03-14T07:00:00
cnc_mill_01,temperature,73.15,reading,0,2026-04-22T19:00:00
cnc_mill_01,vibration,3.67,reading,0,2026-04-20T01:00:00
cnc_mill_01,temperature,72.95,reading,0,2026-03-09T09:00:00
cnc_mill_01,vibration,3.98,reading,0,2026-04-08T05:00:00
robot_arm_01,vibration,3.56,reading,0,2026-01-30T00:00:00
cnc_mill_01,vibration,3.24,reading,0,2026-03-29T21:00:00
cnc_mill_01,vibration,2.83,reading,0,2026-03-25T02:00:00
cnc_lathe_01,vibration,2.81,reading,0,2026-03-22T15:00:00
cnc_mill_01,temperature,70.61,reading,0,2026-01-25T12:00:00
press_line_01,pressure,5.64,reading,0,2026-03-18T20:00:00
cnc_lathe_01,vibration,3.22,reading,0,2026-04-15T06:00:00
cnc_mill_01,temperature,73.08,reading,0,2026-02-04T03:00:00
cnc_mill_01,temperature,78.51,reading,0,2026-04-13T14:00:00
cnc_mill_01,temperature,71.39,reading,0,2026-03-17T10:00:00
cnc_mill_01,vibration,4.81,reading,0,2026-02-26T07:00:00
press_line_01,pressure,5.25,reading,0,2026-01-16T04:00:00
robot_arm_01,temperature,67.4,reading,0,2026-01-11T11:00:00
robot_arm_01,vibration,3.74,reading,0,2026-04-24T04:00:00
cnc_mill_01,temperature,72.17,reading,0,2026-01-23T13:00:00
press_line_01,pressure,5.27,reading,0,2026-01-31T12:00:00
cnc_lathe_01,vibration,2.93,reading,0,2026-01-31T01:00:00
robot_arm_01,vibration,2.08,reading,0,2026-02-14T10:00:00
cnc_mill_01,temperature,71.04,reading,0,2026-02-21T08:00:00
robot_arm_01,vibration,2.98,reading,0,2026-01-13T21:00:00
robot_arm_01,temperature,64.78,reading,0,2026-02-19T06:00:00
press_line_01,pressure,7.56,failure,1,2026-02-01T00:00:00
robot_arm_01,vibration,2.37,reading,0,2026-03-13T22:00:00
press_line_01,pressure,5.34,reading,0,2026-03-16T09:00:00
cnc_mill_01,vibration,2.64,reading,0,2026-04-10T07:00:00
cnc_mill_01,temperature,74.68,reading,0,2026-02-24T06:00:00
cnc_mill_01,vibration,2.94,reading,0,2026-01-21T12:00:00
robot_arm_01,temperature,66.09,reading,0,2026-03-04T03:00:00
robot_arm_01,vibration,1.84,reading,0,2026-02-16T16:00:00
cnc_mill_01,temperature,73.73,reading,0,2026-03-26T04:00:00
robot_arm_01,vibration,3.36,reading,0,2026-01-01T01:00:00
press_line_01,pressure,5.16,reading,0,2026-04-21T19:00:00
cnc_lathe_01,vibration,2.95,reading,0,2026-02-11T23:00:00
robot_arm_01,temperature,69.24,reading,0,2026-02-07T06:00:00
cnc_mill_01,temperature,70.99,reading,0,2026-02-06T22:00:00
robot_arm_01,temperature,70.22,reading,0,2026-02-01T20:00:00
cnc_lathe_01,vibration,3.5,reading,0,2026-01-09T16:00:00
cnc_mill_01,temperature,71.28,reading,0,2026-03-29T09:00:00
